s.no,academic_year,branch_id,branch_name,college_type,sem,college_id,college_code,college_name,venue,college_schedule_type,skill_offering_id,course_name,training_partner_id,training_partner_name,planned_week,session1_date,session1_time,session1_duration,session1_trainer,session1_trainer_profile,session1_head_count,session1_status,session2_date,session2_time,session2_duration,session2_trainer,session2_trainer_profile,session2_head_count,session2_status
276,2024-2025,61,B.E Computer Science and Engineering,,6,1077,9233,GOVERNMENT COLLEGE OF ENGINEERING - Theni,GOVERNMENT COLLEGE OF ENGINEERING - Theni,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
277,2024-2025,61,B.E Computer Science and Engineering,,6,1077,9233,GOVERNMENT COLLEGE OF ENGINEERING - Theni,GOVERNMENT COLLEGE OF ENGINEERING - Theni,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
278,2024-2025,61,B.E Computer Science and Engineering,,6,1077,9233,GOVERNMENT COLLEGE OF ENGINEERING - Theni,GOVERNMENT COLLEGE OF ENGINEERING - Theni,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
279,2024-2025,61,B.E Computer Science and Engineering,,6,1077,9233,GOVERNMENT COLLEGE OF ENGINEERING - Theni,GOVERNMENT COLLEGE OF ENGINEERING - Theni,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
280,2024-2025,61,B.E Computer Science and Engineering,,6,1077,9233,GOVERNMENT COLLEGE OF ENGINEERING - Theni,GOVERNMENT COLLEGE OF ENGINEERING - Theni,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
281,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
282,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
283,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
284,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
285,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
286,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
287,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
288,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
289,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
290,2024-2025,61,B.E Computer Science and Engineering,,6,1033,9125,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,SRI RAAJA RAAJAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
291,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
292,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
293,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
294,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
295,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
296,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
297,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
298,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
299,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
300,2024-2025,61,B.E Computer Science and Engineering,,6,1032,9124,SHANMUGANATHAN ENGINEERING COLLEGE,SHANMUGANATHAN ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
301,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
302,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
303,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
304,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
305,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
306,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
307,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
308,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
309,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
310,2024-2025,61,B.E Computer Science and Engineering,,6,947,8129,"OASYS Institute of Technology, Trichy","OASYS Institute of Technology, Trichy",HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
311,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
312,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
313,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
314,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
315,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
316,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
317,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
318,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
319,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
320,2024-2025,61,B.E Computer Science and Engineering,,6,1066,9222,Theni Kammavar Sangam College of Technology,Theni Kammavar Sangam College of Technology,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
321,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
322,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
323,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
324,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
325,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
326,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
327,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
328,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
329,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
330,2024-2025,61,B.E Computer Science and Engineering,,6,747,6215,MAHENDRA COLLEGE OF ENGINEERING,MAHENDRA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
331,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
332,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
333,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
334,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
335,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
336,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
337,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
338,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
339,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
340,2024-2025,61,B.E Computer Science and Engineering,,6,735,6203,Bharathiyar Institute of engineering for women,Bharathiyar Institute of engineering for women,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
341,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
342,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
343,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
344,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
345,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
346,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
347,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
348,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
349,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
350,2024-2025,61,B.E Computer Science and Engineering,,6,738,6206,Ganesh College of Engineering,Ganesh College of Engineering,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
351,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
352,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
353,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
354,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
355,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
356,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
357,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
358,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
359,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
360,2024-2025,61,B.E Computer Science and Engineering,,6,1028,9120,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,PANDIAN SARASWATHI YADAV ENGINEERING COLLEGE,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
361,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
362,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
363,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
364,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
365,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
366,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
367,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
368,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
369,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
370,2024-2025,61,B.E Computer Science and Engineering,,6,1047,9203,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,CHRISTIAN COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
371,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
372,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
373,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
374,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,4,,,,,,,,,,,,,,
375,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,5,,,,,,,,,,,,,,
376,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,6,,,,,,,,,,,,,,
377,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,7,,,,,,,,,,,,,,
378,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,8,,,,,,,,,,,,,,
379,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,9,,,,,,,,,,,,,,
380,2024-2025,61,B.E Computer Science and Engineering,,6,913,7333,JAIRUPAA COLLEGE OF ENGINEERING,JAIRUPAA COLLEGE OF ENGINEERING,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,10,,,,,,,,,,,,,,
381,2024-2025,61,B.E Computer Science and Engineering,,6,1025,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,1,,,,,,,,,,,,,,
382,2024-2025,61,B.E Computer Science and Engineering,,6,1025,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,2,,,,,,,,,,,,,,
383,2024-2025,61,B.E Computer Science and Engineering,,6,1025,9117,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,MOUNT ZION COLLEGE OF ENGINEERING AND TECHNOLOGY,HUB,2938,AI and Green Skills,228,SHELL - EDUNET,3,,,,,,,,,,,,,,
